	GSM1233280	GSM1233282	GSM1233283	GSM1233284	GSM1233286	GSM1233287	GSM1233288	GSM1233289	GSM1233290	GSM1233291
105372787	0	0	0	0	1	5	0	3	0	3
3455	2228	2136	1547	4037	2369	2712	1655	1223	2427	2015
100288432	361	334	357	536	335	355	196	140	244	292
3588	2743	2332	1867	3410	2303	3456	2280	1376	2470	3057
3454	3158	3952	2319	4563	3768	3909	2516	1507	4018	4286
3460	4538	3426	2302	4760	2773	3937	2286	1587	2398	4246
757	2662	2262	1803	2210	1538	2420	2713	1006	1950	2064
54943	13	1	6	7	11	9	23	15	0	20
2618	621	751	436	656	378	468	926	330	803	606
6651	9858	8826	3529	12374	7555	6108	8287	4214	10295	7363
102465248	3	2	3	6	4	2	6	3	3	4
107985481	976	745	320	757	670	606	837	459	592	799
29980	8766	8147	321	11746	1689	1621	4315	310	13692	2976
9946	290	396	72	538	250	136	334	119	290	235
6453	511	584	268	644	193	235	490	161	298	539
539	835	541	297	884	529	632	711	393	552	473
100506334	125	318	88	151	135	66	352	48	309	165
101928126	26	170	15	65	31	28	242	22	162	65
105372790	22	47	5	32	26	7	67	11	59	13
105372789	22	20	0	4	13	2	0	0	23	12
64968	174	110	136	131	122	55	78	48	137	68
6526	4385	3521	2126	4418	3070	1868	5552	1469	2697	4428
114036	10	30	2	36	27	32	54	6	29	20
105372791	1	16	0	6	3	1	0	1	2	0
9992	0	8	0	0	0	0	0	0	0	0
54065	49	48	37	58	40	60	106	20	69	54
101928147	4	6	4	9	14	9	8	9	29	7
105372793	125	55	7	56	30	23	28	12	58	62
388820	1	1	0	1	0	1	4	0	3	0
3753	159	57	59	144	66	71	28	16	47	95
1827	366	245	178	300	147	213	493	112	275	342
54102	0	1	0	0	1	0	3	0	1	0
54064	0	0	0	1	1	0	0	0	0	0
107985515	0	0	0	0	2	0	0	0	0	1
100506385	0	8	0	26	0	0	4	1	38	2
861	6810	7041	2718	7499	5055	4268	6512	2732	5164	5984
102724584	233	216	35	234	113	84	214	58	176	138
112267915	552	514	340	801	656	416	634	330	631	744
80215	924	802	154	825	539	220	760	198	791	570
100506403	0	0	0	0	1	0	0	0	0	0
768219	0	0	0	0	0	0	0	0	0	0
54036	8	0	0	0	2	0	0	1	0	0
101928269	0	0	0	0	0	0	0	0	0	0
100996609	0	0	0	0	5	0	2	1	1	0
54093	382	544	136	502	287	229	455	181	443	267
105369295	0	8	1	2	1	6	0	1	8	5
100133286	10	56	39	71	22	60	38	43	25	42
873	134	310	213	302	119	356	273	247	239	174
105369306	0	0	0	0	1	1	1	1	0	0
100506428	152	131	65	127	78	96	153	66	82	125
874	12	49	8	41	27	9	25	14	18	55
9980	1122	964	143	1271	737	380	600	220	1048	645
23515	6193	4030	3647	4477	2961	5201	5064	2322	3442	5662
8208	119	73	82	67	57	80	87	39	89	110
105369301	1	0	0	0	0	1	0	0	2	1
23562	0	0	0	0	2	2	0	0	0	3
105369308	0	0	0	0	1	0	0	0	0	0
6493	25	54	6	24	31	4	50	13	10	25
107985492	0	0	0	0	1	0	0	0	0	0
3141	503	486	90	515	415	129	654	139	699	373
105369305	1	0	0	35	35	0	11	3	8	14
53820	0	0	0	1	1	0	0	0	0	1
105372795	15	5	0	27	31	6	105	21	37	14
51227	100	81	44	77	88	80	132	48	120	60
7267	5749	5502	993	5541	4264	1867	7288	1366	5874	5421
100874006	52	41	6	32	26	16	32	11	61	47
257203	92	133	15	82	48	44	85	15	76	72
10311	2119	1981	853	1855	1146	1362	1591	825	1449	1690
1859	10481	9575	3698	10567	7349	7454	9198	3499	7498	9301
105372797	182	111	49	219	176	132	223	75	191	229
105372798	6	37	8	17	14	10	10	9	8	31
3763	2	0	0	6	23	2	0	0	7	4
107985507	0	0	0	0	2	0	0	0	0	0
105372799	0	0	0	0	1	0	0	0	0	4
101928368	0	0	0	0	0	0	0	0	0	0
10281	0	0	0	0	2	0	0	0	0	0
84677	0	0	0	0	0	0	0	0	0	2
259234	0	0	0	0	0	0	0	0	0	0
3772	18797	15690	16078	21224	10765	33166	11143	13747	8907	23163
105372801	12187	9946	6525	18521	8904	14828	7864	8842	8230	9960
102724678	0	0	0	0	7	0	0	1	0	10
107985513	0	5	2	0	13	7	0	0	10	5
2078	2	15	26	47	69	32	15	15	42	47
105372802	0	0	0	0	0	0	0	0	0	0
400866	0	0	1	0	3	2	0	2	0	1
107985480	0	0	6	0	0	0	0	0	0	0
2114	2267	2123	1364	2367	1831	1829	1678	666	1599	3383
101928398	0	0	0	0	2	0	0	0	0	0
400867	0	0	0	0	2	0	0	0	0	0
101928435	0	0	0	0	0	0	0	0	0	0
102724740	30	27	10	10	27	4	19	1	42	28
105372803	3	0	2	0	0	1	0	0	0	1
107985484	0	0	0	0	0	0	0	0	0	1
8624	118	240	61	151	100	55	322	38	162	116
54014	9489	9123	1978	7672	6952	3562	9897	2331	5805	9457
103091865	1	8	0	28	5	4	0	5	9	12
100874093	7	17	6	5	23	2	7	0	0	2
3150	3139	3137	1348	3274	1859	2106	3525	1279	2356	1700
105372804	1	14	0	0	1	0	4	0	0	0
7485	478	337	150	314	212	206	233	97	293	170
106865373	223	138	76	147	97	102	94	43	79	98
150082	267	146	24	100	72	25	55	12	139	56
6450	2	5	3	6	8	3	1	3	3	3
102466972	0	0	0	0	0	0	0	0	0	0
114041	0	0	0	0	1	0	0	0	0	0
10317	0	0	1	0	3	0	0	0	0	1
150084	0	0	1	0	8	0	0	0	0	1
107985499	0	0	0	0	11	0	0	0	0	0
107985500	0	0	0	0	0	0	0	0	0	0
5121	0	0	0	0	0	0	0	0	0	0
1826	0	0	0	0	14	0	0	0	0	0
100616148	0	0	0	0	0	0	0	0	0	0
100506492	0	0	0	0	0	0	0	0	0	0
105369294	0	0	0	0	0	0	0	0	0	0
100874326	0	0	0	0	0	0	0	0	0	0
284835	0	0	1	1	0	0	0	0	0	2
107985495	0	50	0	0	4	0	0	0	1	0
100423023	0	0	0	0	0	0	0	0	0	0
25825	739	609	154	538	478	226	320	140	403	344
191585	241	182	21	297	174	37	143	33	296	136
54097	11	9	2	191	1	14	7	10	2	2
4600	7849	7359	4570	9321	4668	8372	4217	4660	4784	7798
4599	5969	4412	7295	3513	997	10725	2865	6259	2959	4833
7113	9	5	7	10	3	7	4	3	0	2
105372809	0	0	0	0	0	0	0	0	0	1
105372808	0	0	0	0	7	0	0	0	0	0
105372812	0	0	0	0	0	0	0	0	0	0
107985478	0	0	1	10	7	0	0	1	8	2
105372813	0	0	0	0	1	0	0	0	0	0
54090	8	0	0	0	0	0	0	0	0	0
150135	6	0	0	0	0	0	0	0	0	0
54089	0	0	0	0	1	0	0	0	0	1
54101	0	10	0	28	43	7	5	6	7	2
102465488	0	0	0	0	0	0	0	0	0	0
102724800	0	0	0	0	0	1	0	0	0	0
63977	284	258	107	221	178	71	238	73	305	199
25966	473	566	236	624	307	479	640	277	597	405
106635524	0	0	0	0	0	0	0	1	0	1
49854	1118	988	420	1043	576	818	1155	394	987	790
150142	6	4	1	8	0	5	2	7	6	2
107985502	0	0	2	0	0	0	0	0	0	0
89766	7	29	0	32	39	7	42	4	2	26
150147	9	1	0	15	1	0	1	1	0	14
9619	3027	2074	442	2525	1453	1158	1931	323	1648	1552
105372814	189	94	59	200	83	83	19	28	73	83
7033	11	0	2	17	5	1	0	0	26	3
7032	0	0	0	0	0	0	0	0	0	0
105372815	0	0	0	0	0	0	0	0	0	0
7031	0	0	0	0	0	0	0	0	0	0
64699	7	58	30	12	11	24	18	7	7	9
53347	1157	1462	215	1139	851	488	1426	359	908	788
89765	0	0	0	5	8	0	0	1	16	0
101930094	3	0	0	10	1	5	0	4	0	0
54020	642	532	320	507	345	501	731	380	588	432
107987299	535	380	214	518	279	359	354	304	576	291
101928212	337	158	101	313	182	217	218	214	274	145
101928233	1	0	0	2	0	0	0	2	7	0
101928255	0	0	0	0	1	0	0	0	0	0
5152	23	73	6	45	9	3	29	24	47	15
105372816	16	23	8	23	11	0	4	4	70	3
101928284	8	5	0	11	8	1	1	1	3	8
107985504	3	3	1	5	0	1	4	3	7	1
101928311	2	0	0	1	0	0	0	0	17	0
107985479	0	0	0	10	4	1	0	0	0	1
10785	62	55	14	41	33	19	91	22	60	38
105372817	47	26	1	6	0	0	14	1	0	9
4731	922	1691	523	1100	710	751	1047	401	1054	1107
90625	104	19	3	45	16	11	112	14	114	39
100847013	0	0	0	0	1	0	0	0	0	0
5316	801	908	455	1190	836	437	819	236	948	802
875	20	25	4	137	50	11	9	7	23	56
7307	92	120	29	166	68	38	80	47	150	73
101928369	1	22	1	12	25	4	4	4	12	4
106481742	0	3	0	0	0	0	0	0	1	0
107987300	4	0	0	2	3	2	0	0	2	3
1409	0	0	0	0	0	0	0	0	0	0
105372821	3	27	0	5	2	7	6	0	7	3
100126693	0	0	0	0	1	0	0	0	0	0
101928399	22	12	6	26	8	17	13	12	28	2
105377137	49	3	6	7	6	14	76	10	4	5
107987301	0	3	0	2	1	1	1	1	6	0
150094	165	125	53	120	88	119	103	115	108	77
107987302	0	0	0	1	1	0	0	0	0	0
284836	0	0	0	0	0	0	0	0	0	0
11077	4	6	0	14	6	1	40	0	20	8
114038	0	0	0	1	2	0	1	0	0	0
102723380	0	0	0	0	0	0	0	0	0	0
54145	89	105	90	131	109	164	126	94	42	179
102464825	0	0	0	0	0	0	0	0	0	1
23076	935	1218	304	1178	746	511	811	395	713	785
8566	1449	1824	490	1442	613	511	958	349	1135	1002
105372824	18	18	2	5	1	8	0	1	14	2
1476	2193	1665	2385	5523	2623	2908	2068	1989	1160	1160
105372825	0	0	0	1	1	0	0	2	0	0
8568	355	498	249	590	208	193	304	152	374	386
284837	363	711	507	602	222	361	481	309	896	466
56894	966	1199	953	1333	550	1183	1229	753	1160	1048
105372826	0	9	0	1	0	10	26	0	27	4
105372829	0	0	0	0	0	0	0	2	3	0
7109	2816	2794	628	2528	1676	1104	3199	773	2716	2009
5822	87	74	17	68	49	27	157	34	61	73
8209	133	321	57	220	123	101	206	95	169	153
105377138	8	8	4	15	3	2	12	6	11	7
105377139	21	11	6	26	14	4	24	6	67	8
107983952	11	6	1	5	2	9	3	1	20	3
102725065	0	0	0	1	1	0	0	1	0	0
23308	81	92	48	71	32	23	59	29	96	49
29947	7	10	0	5	0	1	2	1	5	5
105372833	0	4	0	2	1	0	2	0	4	0
326	43	24	1	25	15	22	35	4	3	12
5211	746	712	175	607	341	383	784	236	478	447
755	262	198	77	230	148	84	275	80	289	128
7226	118	172	152	269	109	177	112	69	168	140
101928607	3	4	0	14	1	1	0	1	0	2
100861510	0	0	0	0	1	0	0	0	0	0
81543	15	6	5	21	46	24	4	3	53	22
111216286	0	2	0	2	8	9	1	1	2	0
54084	56	66	25	68	39	6	19	1	3	16
54082	113	23	4	36	15	2	74	1	2	7
114043	18	17	0	18	25	1	2	4	0	0
386677	0	0	0	1	0	0	0	0	0	0
386679	2	17	0	3	0	0	2	0	0	1
386682	0	4	0	8	0	0	0	0	0	0
386672	0	0	0	0	0	0	0	0	0	0
386680	0	0	0	0	0	0	0	0	0	0
386674	0	0	0	0	2	0	0	0	0	0
386675	0	0	0	0	0	0	0	0	0	0
386681	0	0	0	0	1	0	0	0	0	0
386676	1	4	0	0	1	0	0	0	0	1
353333	0	2	0	0	0	0	0	0	0	0
386678	0	8	0	1	0	0	0	0	0	0
386684	0	4	0	2	0	1	0	2	0	1
386683	9	3	0	18	5	1	0	0	0	2
353323	0	0	0	0	0	0	0	0	0	0
353332	0	0	0	0	2	0	0	0	0	0
386685	0	0	0	0	0	0	0	0	0	0
7327	1102	1638	314	1316	783	510	1325	393	1521	705
101928689	5	30	4	13	45	8	60	8	39	18
6612	896	1252	598	1149	829	860	1473	576	1120	1232
754	3442	3410	1464	3033	2348	2374	2299	1182	2185	3951
3689	10839	14549	2989	9335	6452	4920	9575	2326	10321	15375
107987303	545	250	99	356	380	135	319	274	197	183
100505746	1609	2181	638	2043	835	612	1581	727	1001	1006
84536	90	78	15	130	53	39	148	31	82	99
112268278	4	41	2	25	18	10	11	11	18	35
85395	42	91	12	90	61	40	90	28	45	52
107985497	1	63	3	14	30	12	5	10	71	9
727699	0	0	0	0	0	0	0	0	0	0
378825	0	0	0	0	0	0	0	0	0	0
105372836	2	8	9	4	2	3	1	0	15	7
728039	7	5	0	7	2	4	0	3	28	1
104	776	1136	97	731	587	221	930	196	1453	614
105372835	86	152	28	126	110	65	133	52	190	110
114042	4	9	0	4	4	1	0	0	1	0
23275	214	427	98	501	247	199	286	116	281	263
642852	643	929	141	471	313	135	768	164	334	395
105372838	0	0	0	0	0	0	0	0	0	0
388830	0	0	0	0	0	0	0	0	0	0
105372839	0	0	0	0	0	0	0	0	0	0
101928745	0	8	5	0	0	2	0	0	0	6
80781	337	386	70	402	257	124	109	67	245	187
100874236	0	0	0	0	0	0	0	0	0	0
378832	0	0	0	0	0	0	0	0	0	0
102465489	0	0	0	0	0	0	0	0	0	0
6573	1228	1128	294	1526	1023	714	501	305	662	778
107987304	37	38	5	69	51	13	30	4	43	29
107985485	0	2	2	3	3	0	5	7	1	6
105372840	3	20	2	21	19	11	0	8	3	6
54039	133	85	6	114	86	10	80	27	46	65
100129027	0	0	0	11	4	1	2	1	1	5
101928796	0	0	0	0	5	0	0	0	0	0
105372841	0	0	0	0	2	0	0	0	0	0
1291	6	6	0	2	6	13	45	12	4	8
105372842	0	0	0	0	1	0	0	0	0	0
1292	42	116	7	69	62	12	205	22	64	54
10841	0	0	0	0	5	0	0	1	4	0
100861507	0	0	0	0	0	0	0	0	0	0
84221	57	0	0	20	21	9	18	6	20	1
4047	134	379	34	155	148	72	241	106	176	93
109623452	2	42	2	2	5	1	15	4	3	13
114044	494	431	63	468	338	152	523	120	419	360
8888	1061	1502	365	1709	1071	778	1441	418	1602	958
54059	78	176	65	100	56	58	149	32	125	100
54058	56	77	39	76	39	65	80	27	83	66
5116	565	836	235	795	554	428	886	255	714	547
23181	3438	5284	668	2892	1794	707	4848	948	2225	2073
100862692	34	70	7	70	46	40	168	34	176	62
6285	102	389	66	200	110	46	947	159	2	136
3275	7469	9146	2105	6638	4137	2948	10231	2644	4777	6703
105379418	0	0	0	0	1	0	0	0	0	0
102723780	16	12	5	14	7	10	10	7	8	8
107984037	21	0	0	12	7	0	0	0	2	6
102723769	4	1	0	11	6	1	1	0	12	4
107987323	0	0	0	0	0	0	0	0	2	0
105379516	5	0	0	11	2	0	0	1	4	2
105379428	1	1	0	0	2	0	0	1	0	0
81061	0	0	0	0	2	0	0	0	0	0
112268291	0	0	0	0	1	0	0	0	0	0
23784	2	0	0	2	0	0	0	0	0	0
100852406	0	0	0	0	0	2	0	0	0	0
106146148	0	1	0	0	1	1	0	1	0	1
107987324	0	0	0	0	1	0	0	0	0	0
503637	7	3	0	5	4	2	0	0	5	2
106480334	0	0	0	0	2	0	0	0	0	1
150160	0	0	0	0	0	0	0	0	2	0
387590	243	178	84	265	236	110	92	82	320	89
112268292	66	72	11	75	40	15	7	18	142	60
23783	13	4	3	11	3	0	0	2	31	7
101929350	2	0	0	1	0	0	0	0	0	0
150165	97	57	92	143	5	15	8	2	74	35
27437	0	0	0	0	0	0	0	0	0	0
128954	1	18	0	5	6	3	0	0	0	1
100130418	25	187	3	68	89	21	34	30	54	60
23765	14060	15309	5464	15593	9752	9633	8575	4550	10745	14323
27439	269	640	128	526	239	126	198	62	208	489
100996342	3	4	2	12	5	2	2	3	1	6
27440	214	154	64	193	136	122	189	76	221	161
100130717	0	1	0	0	2	1	5	0	3	0
51816	3762	4792	1617	2980	1524	1843	3929	1306	6001	4329
107985573	1	120	18	26	15	5	0	0	42	29
27442	3	0	0	0	0	3	14	0	0	0
27443	17	13	0	8	12	1	6	4	19	16
83733	83	218	99	220	78	129	180	86	128	87
105372850	0	0	0	0	0	0	0	0	0	1
101929372	12	13	2	14	16	4	4	3	14	4
529	2793	2577	1552	3072	1680	3047	2336	1429	1764	2523
23786	1426	1779	637	1549	1052	1005	1410	425	1062	1320
637	2784	2321	1703	2365	1340	2252	1625	1191	1364	2458
100423025	54	58	14	43	16	21	17	7	39	35
200298	227	195	162	285	149	203	98	89	170	156
57553	357	510	89	386	175	118	283	111	489	314
693233	0	0	0	0	0	0	0	0	0	0
100192420	0	0	0	0	3	0	0	0	0	0
105372853	2	9	0	6	1	3	3	0	0	2
55670	808	1852	452	1120	831	661	1229	500	1669	1024
51807	63	142	53	102	101	129	75	61	113	83
11274	37	110	126	26	20	136	67	148	86	36
100996415	0	4	1	1	3	0	0	0	0	6
105372858	0	0	0	0	0	0	0	0	0	0
105379518	17	11	1	17	6	8	10	6	3	2
105372942	3	7	14	2	2	17	4	19	2	2
729461	0	0	0	1	9	0	1	0	0	0
107987325	0	0	0	0	0	0	0	0	0	0
653203	0	0	0	1	2	0	0	0	0	1
728226	1	0	0	0	0	0	0	0	0	2
728229	7	6	1	29	12	10	20	10	22	12
728233	72	189	48	122	137	98	165	75	253	65
85376	107	55	17	81	79	25	70	21	72	40
105372871	0	1	1	1	3	0	0	1	0	1
642643	0	0	0	0	3	0	0	0	0	1
105377182	2	4	13	1	0	15	4	14	1	3
2679	4	3	1	7	1	0	2	2	3	3
101929738	0	0	0	0	0	0	0	0	0	0
102725072	16	3	0	1	11	2	2	0	7	3
100996432	0	0	0	0	1	0	0	0	0	0
8214	6	7	2	8	1	2	6	4	8	7
5625	1	2	1	2	3	0	0	1	1	1
26220	33	89	9	29	88	18	21	14	16	11
25787	11	24	3	21	28	18	26	12	1	14
26222	0	38	6	2	2	10	0	3	10	6
9993	2434	2387	507	2597	1617	1184	1647	722	1094	1645
25786	234	212	49	278	253	136	135	118	213	217
8220	612	418	105	471	244	207	224	122	160	246
23617	35	31	14	22	8	12	9	4	0	14
112268297	12	14	2	27	7	5	21	16	16	11
2928	0	0	0	0	0	0	0	0	0	0
100652736	48	68	5	39	4	4	33	16	3	12
6576	230	285	72	279	106	95	252	74	168	150
8218	157	192	47	169	46	36	58	34	150	146
112268289	10	33	3	29	3	4	2	2	18	23
105372859	43	68	24	44	35	12	45	13	92	31
7290	660	489	169	673	305	219	477	184	837	470
64976	132	235	88	124	82	53	298	49	60	98
128977	1164	1043	431	1091	625	435	1328	334	710	687
105372860	633	579	117	786	422	268	455	187	541	479
7353	633	667	235	565	370	430	446	226	607	454
8318	6	7	4	9	14	14	79	14	5	18
7122	19	10	1	31	25	14	0	2	12	9
150185	0	0	0	0	0	0	0	0	0	0
5413	117	91	21	116	170	62	43	16	55	81
100526833	233	214	54	300	291	159	90	58	110	177
2812	22	50	33	84	97	89	22	38	25	32
105372861	0	0	0	0	2	2	1	0	3	3
6899	25	36	8	41	45	11	70	7	83	13
54584	91	147	15	71	59	21	108	17	82	41
79680	456	588	119	407	487	173	264	153	403	306
10587	351	513	137	370	300	351	268	103	366	307
1312	391	561	109	230	133	137	412	87	355	392
100616414	21	26	8	14	3	6	27	6	12	16
421	173	209	14	117	84	23	146	15	92	83
128989	1825	3078	1195	2063	1754	2331	1388	851	1509	2657
406961	0	0	0	0	1	4	0	0	0	0
54487	574	710	175	656	405	322	814	261	702	501
100500860	3	0	0	3	4	1	0	1	1	1
100302197	11	4	3	7	10	1	4	3	8	12
27037	136	280	61	231	81	113	297	81	247	138
102465490	0	2	0	1	0	0	2	0	0	1
5902	286	387	149	383	228	269	713	172	179	446
109617010	3	8	0	2	0	0	0	1	2	1
29801	131	250	53	228	142	99	65	78	153	89
388849	4	16	2	1	4	0	20	1	1	15
284865	0	1	0	0	0	0	0	1	0	0
105372862	57	59	4	50	17	9	56	10	72	21
150197	113	132	28	115	98	36	107	37	90	90
105372863	0	0	0	0	1	0	0	0	0	0
65078	20	46	1	19	25	7	20	10	8	17
105372864	4	44	2	32	31	0	33	0	4	13
100302118	0	0	0	0	0	0	0	0	2	0
85359	55	57	22	69	22	34	55	24	33	45
101927859	0	0	0	0	9	0	0	0	0	3
373856	7	12	16	2	3	17	9	13	16	5
7625	64	108	21	106	45	26	162	33	72	37
91179	13	7	0	8	14	6	6	4	7	6
107985588	5	9	0	11	9	0	4	1	18	5
84861	539	733	67	854	532	232	637	168	694	568
101928824	1	28	5	9	17	6	5	4	6	3
51586	1189	2032	873	2219	1303	1284	1182	651	1320	988
266697	0	0	0	0	0	0	0	0	0	0
107985584	1	3	2	7	8	3	7	0	8	2
84222	27	11	2	40	32	17	36	13	24	42
5297	1985	2950	450	2629	1690	1015	1995	651	3150	1435
3053	110	177	30	94	120	30	73	48	178	75
9342	988	1221	893	1430	1329	1276	1347	661	1534	1112
1399	3774	4443	1626	4492	3301	3201	3930	1283	3188	3328
101928891	0	5	1	16	8	16	0	5	25	9
150209	73	18	17	20	24	21	33	14	37	12
8216	317	729	117	466	273	226	411	152	386	302
80764	174	104	12	73	85	29	91	31	116	110
439931	101	27	8	37	37	24	52	17	6	26
113691	23	8	0	22	5	1	9	3	12	8
9127	5	5	0	1	20	5	16	3	0	14
6545	3	0	0	23	2	2	0	0	0	1
693234	0	0	0	0	0	0	0	0	0	1
440799	0	0	0	0	0	0	0	0	0	0
400891	0	1	0	3	8	0	0	1	2	2
400892	16	5	1	8	14	9	6	1	22	11
112268299	3	10	0	4	6	2	8	0	5	1
642633	0	0	1	1	3	0	0	0	0	0
105372935	2	5	20	1	3	27	8	24	4	1
728441	7	4	3	9	8	1	8	2	11	5
29797	12	12	1	7	13	5	9	2	16	10
100996335	0	0	0	0	3	0	0	0	0	0
105377190	0	1	0	1	3	0	2	0	0	0
440804	93	50	11	83	57	17	79	15	53	40
23119	1397	1077	360	1493	1111	486	1347	427	842	880
105377191	0	0	2	1	0	0	2	1	5	3
645426	4	4	3	16	12	4	4	3	8	9
375133	131	142	53	195	123	124	170	92	183	87
150221	75	40	11	59	49	18	63	18	41	42
7332	2109	2725	1621	3068	1728	2542	2836	1699	1680	2814
150223	270	334	115	340	152	165	199	133	209	221
164592	0	12	2	0	4	2	0	1	6	3
23753	14	54	71	41	54	48	147	64	73	50
100126318	0	0	0	0	0	0	0	0	0	0
406920	0	0	1	0	0	0	0	0	0	0
107985532	26	6	0	12	10	2	14	1	2	10
23759	1221	1591	317	1907	954	747	1373	520	1295	1009
29799	393	794	104	611	388	192	629	177	592	313
5594	14308	11335	3361	15549	10605	7281	9377	3536	8991	13134
9647	2510	2475	548	2905	2197	891	1898	445	1584	1783
100286925	162	271	77	429	420	126	76	65	251	126
8940	583	648	168	645	243	166	490	152	517	409
649179	11	21	2	22	80	5	9	7	26	10
28763	14	5	1	5	4	4	11	8	1	7
28784	36	23	28	130	46	65	89	61	17	33
28764	0	0	0	0	0	0	0	0	0	0
28771	0	0	3	0	9	0	0	0	0	4
84097	0	0	0	0	4	0	0	0	0	0
28757	0	0	0	0	0	0	0	0	0	0
28759	0	0	0	0	0	0	0	0	0	0
28760	0	0	0	0	0	0	0	0	0	0
28765	0	6	0	0	2	0	0	0	0	3
28819	0	0	0	0	0	0	0	0	0	0
102724653	2	22	0	7	0	1	6	4	13	17
28774	72	177	33	276	24	41	491	53	12	199
28785	37	27	4	13	13	8	27	11	9	37
28761	0	0	0	0	0	0	0	0	0	0
28758	0	0	0	0	1	0	0	0	0	0
28778	32	178	72	261	174	113	771	147	50	220
28766	0	0	0	0	0	0	0	0	0	0
28770	0	0	0	2	0	0	0	0	0	0
28772	52	16	13	37	3	1	8	0	7	73
28762	0	0	0	0	0	0	0	0	0	0
7441	0	0	0	0	1	0	0	1	0	1
105372952	0	0	2	3	9	0	0	0	4	2
96610	476	839	228	660	305	184	833	185	454	625
28779	32	112	22	53	26	11	55	12	64	41
28820	96	115	31	152	72	50	201	60	51	86
28821	6	21	11	39	23	23	37	17	33	18
28773	55	41	14	50	31	16	90	16	26	24
28780	1	2	2	1	3	0	6	1	0	3
28822	201	348	53	313	129	114	326	162	52	223
28775	164	134	55	89	91	85	72	814	14	138
28781	60	36	9	37	23	6	198	18	2	21
28823	424	293	59	398	120	88	755	282	88	413
28776	189	167	18	87	47	20	96	58	24	230
28767	0	0	0	0	0	0	0	0	0	0
84089	0	0	0	0	1	0	0	0	0	0
101929255	1	5	2	18	3	1	1	3	4	12
28824	3	13	3	18	15	10	21	11	2	12
28825	140	360	183	749	411	419	803	501	135	354
28768	0	0	0	0	0	0	0	0	0	0
28783	19	2	0	33	4	23	0	1	18	2
28826	53	46	9	52	15	14	143	64	12	37
28777	0	1	0	0	1	0	0	0	0	1
140883	196	109	38	143	80	64	135	61	208	145
129025	0	1	0	0	2	0	1	0	0	0
23532	0	0	0	0	2	0	0	0	0	0
648691	0	0	0	0	2	0	0	0	0	0
28810	4	160	0	119	26	9	131	3	38	206
28811	1	7	0	34	1	0	36	14	0	0
28787	0	0	0	0	1	0	0	0	0	0
28788	0	0	0	0	0	0	0	0	0	0
28789	0	0	0	0	1	0	0	0	0	0
25812	17	7	1	10	44	5	5	3	23	11
91227	2	3	0	6	1	0	3	1	4	4
28790	0	0	0	0	0	0	0	0	0	0
28812	207	216	38	239	167	70	122	172	57	450
28791	29	15	1	6	14	7	43	17	1	22
28792	0	0	0	0	1	0	0	0	0	4
84090	0	0	0	0	2	0	0	0	0	0
28793	217	246	50	304	73	72	444	94	95	289
112267890	0	0	0	0	0	0	0	0	0	0
28794	0	0	0	2	0	0	3	0	0	0
105372949	0	0	0	0	0	0	0	0	0	0
28813	783	986	183	852	312	314	1691	420	191	1737
84091	0	0	0	0	0	0	0	0	0	0
28795	0	0	0	0	0	6	5	0	0	0
28796	113	60	17	83	12	16	286	135	17	189
28769	0	0	0	0	0	0	0	0	0	0
28797	325	498	228	414	150	95	383	179	125	541
28814	106	130	32	176	19	29	75	42	44	86
28798	1	1	0	1	0	0	6	0	13	0
28799	7	15	7	13	4	8	23	8	3	16
28800	0	0	0	0	0	0	0	0	0	0
107985542	31	85	0	28	10	3	386	20	93	46
28815	1202	1639	355	1375	587	491	2789	826	444	2167
28801	0	30	0	4	1	0	92	3	1	1
28802	10	6	4	11	2	2	6	1	1	0
107985543	39	25	0	13	8	2	21	5	32	12
28816	1451	1417	332	938	226	361	718	328	405	1398
28803	189	32	10	141	64	56	385	75	43	123
28804	50	68	1	47	22	9	66	15	27	31
105372948	0	1	0	2	4	6	5	1	0	12
723778	175	54	15	130	122	73	298	51	21	210
28817	480	394	76	619	309	199	913	135	98	539
28805	0	0	0	0	2	0	0	0	0	0
28806	1	0	0	1	0	0	0	1	0	2
28818	48	59	5	5	5	8	8	5	17	21
28807	0	0	0	0	2	0	0	0	0	0
28786	1	36	1	4	0	0	2	3	0	6
28808	0	0	0	0	2	0	0	0	0	0
102724638	115	240	38	89	52	41	170	20	34	187
28809	351	583	105	224	102	106	568	59	100	520
100847006	0	0	0	0	0	0	0	0	0	0
100423062	2538	2117	520	2991	1220	1134	4982	2431	1295	2474
28833	162	133	30	183	53	60	265	120	74	167
3537	2382	1919	491	2760	1133	1049	4372	2267	1131	2294
28832	899	978	164	948	340	331	1524	793	299	986
3538	8196	8360	1883	7541	3977	3070	10767	6245	3020	7668
28831	193	355	129	210	84	84	167	32	100	364
3539	4925	6541	1865	5605	3139	2501	8664	4882	2030	7966
28830	0	11	0	2	0	2	0	0	7	0
3540	48	96	13	154	0	8	202	15	7	44
28829	0	0	0	1	0	0	0	1	13	1
3541	102	131	12	149	87	50	242	140	62	137
28828	0	2	0	0	1	0	1	0	1	1
3542	108	74	24	300	217	87	595	361	93	148
105372947	14	10	0	1	3	1	4	1	0	1
28827	6	11	0	2	1	2	16	1	2	4
28834	96	165	14	63	134	43	275	56	27	103
27156	3	7	0	50	20	3	2	1	9	11
2781	465	502	146	595	496	464	382	130	321	404
9609	325	301	28	263	257	79	109	42	54	321
613	474	648	64	492	378	170	549	140	488	372
